#,startOfYear,lastUpdate,dateDiff
775,1991-01-01,2024-06-28,33
776,1992-01-01,2024-06-28,32
777,1993-01-01,2024-06-28,31
778,1994-01-01,2024-06-28,30
779,1995-01-01,2024-06-28,29
780,1996-01-01,2024-06-28,28
781,1997-01-01,2024-06-28,27
782,1998-01-01,2024-06-28,26
783,1999-01-01,2024-06-28,25
784,2000-01-01,2024-06-28,24
785,2001-01-01,2024-06-28,23
786,2002-01-01,2024-06-28,22
787,2003-01-01,2024-06-28,21
788,2004-01-01,2024-06-28,20
789,2005-01-01,2024-06-28,19
790,2006-01-01,2024-06-28,18
791,2007-01-01,2024-06-28,17
792,2008-01-01,2024-06-28,16
793,2009-01-01,2024-06-28,15
794,2010-01-01,2024-06-28,14
795,2011-01-01,2024-06-28,13
796,2012-01-01,2024-06-28,12
797,2013-01-01,2024-06-28,11
798,2014-01-01,2024-06-28,10
799,2015-01-01,2024-06-28,9
800,2016-01-01,2024-06-28,8
801,2017-01-01,2024-06-28,7
802,2018-01-01,2024-06-28,6
803,2019-01-01,2024-06-28,5
804,2020-01-01,2024-06-28,4
805,2021-01-01,2024-06-28,3
806,2022-01-01,2024-06-28,2
807,1965-01-01,2024-06-28,59
808,1972-01-01,2024-06-28,52
809,1973-01-01,2024-06-28,51
810,1978-01-01,2024-06-28,46
811,1979-01-01,2024-06-28,45
812,1980-01-01,2024-06-28,44
813,1981-01-01,2024-06-28,43
814,1982-01-01,2024-06-28,42
815,1983-01-01,2024-06-28,41
816,1984-01-01,2024-06-28,40
817,1985-01-01,2024-06-28,39
818,1986-01-01,2024-06-28,38
819,1987-01-01,2024-06-28,37
820,1988-01-01,2024-06-28,36
821,1989-01-01,2024-06-28,35
822,1990-01-01,2024-06-28,34
823,1991-01-01,2024-06-28,33
824,1992-01-01,2024-06-28,32
825,1993-01-01,2024-06-28,31
826,1994-01-01,2024-06-28,30
827,1995-01-01,2024-06-28,29
828,1996-01-01,2024-06-28,28
829,1997-01-01,2024-06-28,27
830,1998-01-01,2024-06-28,26
831,1999-01-01,2024-06-28,25
832,2000-01-01,2024-06-28,24
833,2001-01-01,2024-06-28,23
834,2002-01-01,2024-06-28,22
835,2003-01-01,2024-06-28,21
836,2004-01-01,2024-06-28,20
837,2005-01-01,2024-06-28,19
838,2006-01-01,2024-06-28,18
839,2007-01-01,2024-06-28,17
840,2008-01-01,2024-06-28,16
841,2009-01-01,2024-06-28,15
842,2010-01-01,2024-06-28,14
843,2011-01-01,2024-06-28,13
844,2012-01-01,2024-06-28,12
845,2013-01-01,2024-06-28,11
846,2014-01-01,2024-06-28,10
847,2015-01-01,2024-06-28,9
848,2016-01-01,2024-06-28,8
849,2017-01-01,2024-06-28,7
850,2018-01-01,2024-06-28,6
851,2019-01-01,2024-06-28,5
852,2020-01-01,2024-06-28,4
853,2021-01-01,2024-06-28,3
854,2022-01-01,2024-06-28,2
855,1950-01-01,2024-06-28,74
856,1951-01-01,2024-06-28,73
857,1952-01-01,2024-06-28,72
858,1953-01-01,2024-06-28,71
859,1954-01-01,2024-06-28,70
860,1955-01-01,2024-06-28,69
861,1956-01-01,2024-06-28,68
862,1957-01-01,2024-06-28,67
863,1958-01-01,2024-06-28,66
864,1959-01-01,2024-06-28,65
865,1960-01-01,2024-06-28,64
866,1961-01-01,2024-06-28,63
867,1962-01-01,2024-06-28,62
868,1963-01-01,2024-06-28,61
869,1964-01-01,2024-06-28,60
870,1965-01-01,2024-06-28,59
871,1966-01-01,2024-06-28,58
872,1967-01-01,2024-06-28,57
873,1968-01-01,2024-06-28,56
874,1969-01-01,2024-06-28,55
875,1970-01-01,2024-06-28,54
876,1971-01-01,2024-06-28,53
877,1972-01-01,2024-06-28,52
878,1973-01-01,2024-06-28,51
879,1974-01-01,2024-06-28,50
880,1975-01-01,2024-06-28,49
881,1976-01-01,2024-06-28,48
882,1977-01-01,2024-06-28,47
883,1978-01-01,2024-06-28,46
884,1979-01-01,2024-06-28,45
885,1980-01-01,2024-06-28,44
886,1981-01-01,2024-06-28,43
887,1982-01-01,2024-06-28,42
888,1983-01-01,2024-06-28,41
889,1984-01-01,2024-06-28,40
890,1985-01-01,2024-06-28,39
891,1986-01-01,2024-06-28,38
892,1987-01-01,2024-06-28,37
893,1988-01-01,2024-06-28,36
894,1989-01-01,2024-06-28,35
895,1990-01-01,2024-06-28,34
896,1991-01-01,2024-06-28,33
897,1992-01-01,2024-06-28,32
898,1993-01-01,2024-06-28,31
899,1994-01-01,2024-06-28,30
900,1995-01-01,2024-06-28,29
901,1996-01-01,2024-06-28,28
902,1997-01-01,2024-06-28,27
903,1998-01-01,2024-06-28,26
904,1999-01-01,2024-06-28,25
905,2000-01-01,2024-06-28,24
906,2001-01-01,2024-06-28,23
907,2002-01-01,2024-06-28,22
908,2003-01-01,2024-06-28,21
909,2004-01-01,2024-06-28,20
910,2005-01-01,2024-06-28,19
911,2006-01-01,2024-06-28,18
912,2007-01-01,2024-06-28,17
913,2008-01-01,2024-06-28,16
914,2010-01-01,2024-06-28,14
915,2009-01-01,2024-06-28,15
916,2011-01-01,2024-06-28,13
917,2012-01-01,2024-06-28,12
918,2013-01-01,2024-06-28,11
919,2014-01-01,2024-06-28,10
920,2015-01-01,2024-06-28,9
921,2016-01-01,2024-06-28,8
922,2017-01-01,2024-06-28,7
923,2018-01-01,2024-06-28,6
924,2019-01-01,2024-06-28,5
925,2020-01-01,2024-06-28,4
926,2021-01-01,2024-06-28,3
927,2022-01-01,2024-06-28,2
928,1991-01-01,2024-06-28,33
929,1992-01-01,2024-06-28,32
930,1993-01-01,2024-06-28,31
931,1994-01-01,2024-06-28,30
932,1995-01-01,2024-06-28,29
933,1996-01-01,2024-06-28,28
934,1997-01-01,2024-06-28,27
935,1998-01-01,2024-06-28,26
936,1999-01-01,2024-06-28,25
937,2000-01-01,2024-06-28,24
938,2001-01-01,2024-06-28,23
939,2002-01-01,2024-06-28,22
940,2003-01-01,2024-06-28,21
941,2004-01-01,2024-06-28,20
942,2005-01-01,2024-06-28,19
943,2006-01-01,2024-06-28,18
944,2007-01-01,2024-06-28,17
945,2008-01-01,2024-06-28,16
946,2009-01-01,2024-06-28,15
947,2010-01-01,2024-06-28,14
948,2011-01-01,2024-06-28,13
949,2012-01-01,2024-06-28,12
950,2013-01-01,2024-06-28,11
951,2014-01-01,2024-06-28,10
952,2015-01-01,2024-06-28,9
953,2016-01-01,2024-06-28,8
954,2017-01-01,2024-06-28,7
955,2018-01-01,2024-06-28,6
956,2019-01-01,2024-06-28,5
957,2020-01-01,2024-06-28,4
958,1980-01-01,2024-06-28,44
959,1981-01-01,2024-06-28,43
960,1982-01-01,2024-06-28,42
961,1983-01-01,2024-06-28,41
962,1984-01-01,2024-06-28,40
963,1985-01-01,2024-06-28,39
964,1986-01-01,2024-06-28,38
965,1987-01-01,2024-06-28,37
966,1988-01-01,2024-06-28,36
967,1989-01-01,2024-06-28,35
968,1990-01-01,2024-06-28,34
969,2021-01-01,2024-06-28,3
970,2022-01-01,2024-06-28,2
971,1980-01-01,2024-06-28,44
972,1981-01-01,2024-06-28,43
973,1982-01-01,2024-06-28,42
974,1983-01-01,2024-06-28,41
975,1984-01-01,2024-06-28,40
976,1985-01-01,2024-06-28,39
977,1986-01-01,2024-06-28,38
978,1987-01-01,2024-06-28,37
979,1988-01-01,2024-06-28,36
980,1989-01-01,2024-06-28,35
981,1990-01-01,2024-06-28,34
982,1991-01-01,2024-06-28,33
983,1992-01-01,2024-06-28,32
984,1993-01-01,2024-06-28,31
985,1994-01-01,2024-06-28,30
986,1995-01-01,2024-06-28,29
987,1996-01-01,2024-06-28,28
988,1997-01-01,2024-06-28,27
989,1998-01-01,2024-06-28,26
990,1999-01-01,2024-06-28,25
991,2000-01-01,2024-06-28,24
992,2001-01-01,2024-06-28,23
993,2002-01-01,2024-06-28,22
994,2003-01-01,2024-06-28,21
995,2004-01-01,2024-06-28,20
996,2005-01-01,2024-06-28,19
997,2006-01-01,2024-06-28,18
998,2007-01-01,2024-06-28,17
999,2008-01-01,2024-06-28,16
1000,2009-01-01,2024-06-28,15
1001,2010-01-01,2024-06-28,14
1002,2011-01-01,2024-06-28,13
1003,2012-01-01,2024-06-28,12
1004,2013-01-01,2024-06-28,11
1005,2014-01-01,2024-06-28,10
1006,2015-01-01,2024-06-28,9
1007,2016-01-01,2024-06-28,8
1008,2017-01-01,2024-06-28,7
1009,2018-01-01,2024-06-28,6
1010,2019-01-01,2024-06-28,5
1011,2020-01-01,2024-06-28,4
1012,2021-01-01,2024-06-28,3
1013,2022-01-01,2024-06-28,2
1014,1980-01-01,2024-06-28,44
1015,1981-01-01,2024-06-28,43
1016,1982-01-01,2024-06-28,42
1017,1983-01-01,2024-06-28,41
1018,1984-01-01,2024-06-28,40
1019,1985-01-01,2024-06-28,39
1020,1986-01-01,2024-06-28,38
1021,1987-01-01,2024-06-28,37
1022,1988-01-01,2024-06-28,36
1023,1989-01-01,2024-06-28,35
1024,1990-01-01,2024-06-28,34
1025,1991-01-01,2024-06-28,33
1026,1992-01-01,2024-06-28,32
1027,1993-01-01,2024-06-28,31
1028,1994-01-01,2024-06-28,30
1029,1995-01-01,2024-06-28,29
1030,1996-01-01,2024-06-28,28
1031,1997-01-01,2024-06-28,27
1032,1998-01-01,2024-06-28,26
1033,1999-01-01,2024-06-28,25
1034,2000-01-01,2024-06-28,24
1035,2001-01-01,2024-06-28,23
1036,2002-01-01,2024-06-28,22
1037,2003-01-01,2024-06-28,21
1038,2004-01-01,2024-06-28,20
1039,2005-01-01,2024-06-28,19
1040,2006-01-01,2024-06-28,18
1041,2007-01-01,2024-06-28,17
1042,2008-01-01,2024-06-28,16
1043,2010-01-01,2024-06-28,14
1044,2009-01-01,2024-06-28,15
1045,2011-01-01,2024-06-28,13
1046,2012-01-01,2024-06-28,12
1047,2013-01-01,2024-06-28,11
1048,2014-01-01,2024-06-28,10
1049,2015-01-01,2024-06-28,9
1050,2016-01-01,2024-06-28,8
1051,2017-01-01,2024-06-28,7
1052,2018-01-01,2024-06-28,6
1053,2019-01-01,2024-06-28,5
1054,2020-01-01,2024-06-28,4
1055,2021-01-01,2024-06-28,3
1056,2022-01-01,2024-06-28,2
1057,2010-01-01,2024-06-28,14
1058,2012-01-01,2024-06-28,12
1059,1980-01-01,2024-06-28,44
1060,1981-01-01,2024-06-28,43
1061,1982-01-01,2024-06-28,42
1062,1983-01-01,2024-06-28,41
1063,1984-01-01,2024-06-28,40
1064,1985-01-01,2024-06-28,39
1065,1986-01-01,2024-06-28,38
1066,1987-01-01,2024-06-28,37
1067,1988-01-01,2024-06-28,36
1068,1989-01-01,2024-06-28,35
1069,1990-01-01,2024-06-28,34
1070,1991-01-01,2024-06-28,33
1071,1992-01-01,2024-06-28,32
1072,1993-01-01,2024-06-28,31
1073,1994-01-01,2024-06-28,30
1074,1995-01-01,2024-06-28,29
1075,1996-01-01,2024-06-28,28
1076,1997-01-01,2024-06-28,27
1077,1998-01-01,2024-06-28,26
1078,1999-01-01,2024-06-28,25
1079,2000-01-01,2024-06-28,24
1080,2001-01-01,2024-06-28,23
1081,2002-01-01,2024-06-28,22
1082,2003-01-01,2024-06-28,21
1083,2004-01-01,2024-06-28,20
1084,2005-01-01,2024-06-28,19
1085,2006-01-01,2024-06-28,18
1086,2007-01-01,2024-06-28,17
1087,2008-01-01,2024-06-28,16
1088,2009-01-01,2024-06-28,15
1089,2011-01-01,2024-06-28,13
1090,2013-01-01,2024-06-28,11
1091,2014-01-01,2024-06-28,10
1092,2015-01-01,2024-06-28,9
1093,2016-01-01,2024-06-28,8
1094,2017-01-01,2024-06-28,7
1095,2018-01-01,2024-06-28,6
1096,2019-01-01,2024-06-28,5
1097,2020-01-01,2024-06-28,4
1098,2021-01-01,2024-06-28,3
1099,2022-01-01,2024-06-28,2
1100,1970-01-01,2024-06-28,54
1101,1971-01-01,2024-06-28,53
1102,1972-01-01,2024-06-28,52
1103,1973-01-01,2024-06-28,51
1104,1974-01-01,2024-06-28,50
1105,1975-01-01,2024-06-28,49
1106,1976-01-01,2024-06-28,48
1107,1977-01-01,2024-06-28,47
1108,1978-01-01,2024-06-28,46
1109,1990-01-01,2024-06-28,34
1110,1991-01-01,2024-06-28,33
1111,1992-01-01,2024-06-28,32
1112,1993-01-01,2024-06-28,31
1113,1994-01-01,2024-06-28,30
1114,1995-01-01,2024-06-28,29
1115,1996-01-01,2024-06-28,28
1116,1997-01-01,2024-06-28,27
1117,1998-01-01,2024-06-28,26
1118,1999-01-01,2024-06-28,25
1119,2000-01-01,2024-06-28,24
1120,2001-01-01,2024-06-28,23
1121,2002-01-01,2024-06-28,22
1122,2003-01-01,2024-06-28,21
1123,2004-01-01,2024-06-28,20
1124,2005-01-01,2024-06-28,19
1125,2006-01-01,2024-06-28,18
1126,2007-01-01,2024-06-28,17
1127,2008-01-01,2024-06-28,16
1128,2009-01-01,2024-06-28,15
1129,2010-01-01,2024-06-28,14
1130,2011-01-01,2024-06-28,13
1131,2012-01-01,2024-06-28,12
1132,2013-01-01,2024-06-28,11
1133,2014-01-01,2024-06-28,10
1134,2015-01-01,2024-06-28,9
1135,2016-01-01,2024-06-28,8
1136,2017-01-01,2024-06-28,7
1137,2018-01-01,2024-06-28,6
1138,2019-01-01,2024-06-28,5
1139,1980-01-01,2024-06-28,44
1140,1981-01-01,2024-06-28,43
1141,1982-01-01,2024-06-28,42
1142,1984-01-01,2024-06-28,40
1143,1985-01-01,2024-06-28,39
1144,1986-01-01,2024-06-28,38
1145,1987-01-01,2024-06-28,37
1146,1988-01-01,2024-06-28,36
1147,1989-01-01,2024-06-28,35
1148,1990-01-01,2024-06-28,34
1149,1991-01-01,2024-06-28,33
1150,1992-01-01,2024-06-28,32
1151,1993-01-01,2024-06-28,31
1152,1994-01-01,2024-06-28,30
1153,1995-01-01,2024-06-28,29
1154,1997-01-01,2024-06-28,27
1155,1998-01-01,2024-06-28,26
1156,1999-01-01,2024-06-28,25
1157,2000-01-01,2024-06-28,24
1158,2001-01-01,2024-06-28,23
1159,2002-01-01,2024-06-28,22
1160,2003-01-01,2024-06-28,21
1161,2004-01-01,2024-06-28,20
1162,2005-01-01,2024-06-28,19
1163,2006-01-01,2024-06-28,18
1164,2007-01-01,2024-06-28,17
1165,2008-01-01,2024-06-28,16
1166,2009-01-01,2024-06-28,15
1167,2010-01-01,2024-06-28,14
1168,2011-01-01,2024-06-28,13
1169,2012-01-01,2024-06-28,12
1170,2013-01-01,2024-06-28,11
1171,2014-01-01,2024-06-28,10
1172,2015-01-01,2024-06-28,9
1173,2016-01-01,2024-06-28,8
1174,2017-01-01,2024-06-28,7
1175,2018-01-01,2024-06-28,6
1176,2019-01-01,2024-06-28,5
1177,2020-01-01,2024-06-28,4
1178,1983-01-01,2024-06-28,41
1179,1996-01-01,2024-06-28,28
1180,2021-01-01,2024-06-28,3
1181,2022-01-01,2024-06-28,2
1182,1980-01-01,2024-06-28,44
1183,1981-01-01,2024-06-28,43
1184,1982-01-01,2024-06-28,42
1185,1983-01-01,2024-06-28,41
1186,1984-01-01,2024-06-28,40
1187,1985-01-01,2024-06-28,39
1188,1986-01-01,2024-06-28,38
1189,1987-01-01,2024-06-28,37
1190,1988-01-01,2024-06-28,36
1191,1989-01-01,2024-06-28,35
1192,1990-01-01,2024-06-28,34
1193,1991-01-01,2024-06-28,33
1194,1992-01-01,2024-06-28,32
1195,1993-01-01,2024-06-28,31
1196,1994-01-01,2024-06-28,30
1197,1995-01-01,2024-06-28,29
1198,1996-01-01,2024-06-28,28
1199,1997-01-01,2024-06-28,27
1200,1998-01-01,2024-06-28,26
1201,1999-01-01,2024-06-28,25
1202,2000-01-01,2024-06-28,24
1203,2001-01-01,2024-06-28,23
1204,2002-01-01,2024-06-28,22
1205,2003-01-01,2024-06-28,21
1206,2004-01-01,2024-06-28,20
1207,2005-01-01,2024-06-28,19
1208,2006-01-01,2024-06-28,18
1209,2007-01-01,2024-06-28,17
1210,2008-01-01,2024-06-28,16
1211,2009-01-01,2024-06-28,15
1212,2010-01-01,2024-06-28,14
1213,2011-01-01,2024-06-28,13
1214,2012-01-01,2024-06-28,12
1215,2013-01-01,2024-06-28,11
1216,2014-01-01,2024-06-28,10
1217,2015-01-01,2024-06-28,9
1218,2016-01-01,2024-06-28,8
1219,2017-01-01,2024-06-28,7
1220,2018-01-01,2024-06-28,6
1221,2019-01-01,2024-06-28,5
1222,2020-01-01,2024-06-28,4
1223,2021-01-01,2024-06-28,3
1224,2022-01-01,2024-06-28,2
1225,1991-01-01,2024-06-28,33
1226,1992-01-01,2024-06-28,32
1227,1993-01-01,2024-06-28,31
1228,1994-01-01,2024-06-28,30
1229,1995-01-01,2024-06-28,29
1230,1996-01-01,2024-06-28,28
1231,1997-01-01,2024-06-28,27
1232,1998-01-01,2024-06-28,26
1233,1999-01-01,2024-06-28,25
1234,2000-01-01,2024-06-28,24
1235,2001-01-01,2024-06-28,23
1236,2002-01-01,2024-06-28,22
1237,2003-01-01,2024-06-28,21
1238,2004-01-01,2024-06-28,20
1239,2005-01-01,2024-06-28,19
1240,2006-01-01,2024-06-28,18
1241,2007-01-01,2024-06-28,17
1242,2008-01-01,2024-06-28,16
1243,2009-01-01,2024-06-28,15
1244,2010-01-01,2024-06-28,14
1245,2011-01-01,2024-06-28,13
1246,2012-01-01,2024-06-28,12
1247,2013-01-01,2024-06-28,11
1248,2014-01-01,2024-06-28,10
1249,2015-01-01,2024-06-28,9
1250,2016-01-01,2024-06-28,8
1251,2017-01-01,2024-06-28,7
1252,2018-01-01,2024-06-28,6
1253,2019-01-01,2024-06-28,5
1254,2020-01-01,2024-06-28,4
1255,1980-01-01,2024-06-28,44
1256,1981-01-01,2024-06-28,43
1257,1982-01-01,2024-06-28,42
1258,1983-01-01,2024-06-28,41
1259,1984-01-01,2024-06-28,40
1260,1985-01-01,2024-06-28,39
1261,1986-01-01,2024-06-28,38
1262,1987-01-01,2024-06-28,37
1263,1988-01-01,2024-06-28,36
1264,1989-01-01,2024-06-28,35
1265,1990-01-01,2024-06-28,34
1266,2021-01-01,2024-06-28,3
1267,2022-01-01,2024-06-28,2
1268,1980-01-01,2024-06-28,44
1269,1981-01-01,2024-06-28,43
1270,1982-01-01,2024-06-28,42
1271,1983-01-01,2024-06-28,41
1272,1984-01-01,2024-06-28,40
1273,1985-01-01,2024-06-28,39
1274,1986-01-01,2024-06-28,38
1275,1987-01-01,2024-06-28,37
1276,1988-01-01,2024-06-28,36
1277,1989-01-01,2024-06-28,35
1278,1990-01-01,2024-06-28,34
1279,1991-01-01,2024-06-28,33
1280,1992-01-01,2024-06-28,32
1281,1993-01-01,2024-06-28,31
1282,1994-01-01,2024-06-28,30
1283,1995-01-01,2024-06-28,29
1284,1996-01-01,2024-06-28,28
1285,1997-01-01,2024-06-28,27
1286,1998-01-01,2024-06-28,26
1287,1999-01-01,2024-06-28,25
1288,2000-01-01,2024-06-28,24
1289,2001-01-01,2024-06-28,23
1290,2002-01-01,2024-06-28,22
1291,2003-01-01,2024-06-28,21
1292,2004-01-01,2024-06-28,20
1293,2005-01-01,2024-06-28,19
1294,2006-01-01,2024-06-28,18
1295,2007-01-01,2024-06-28,17
1296,2008-01-01,2024-06-28,16
1297,2009-01-01,2024-06-28,15
1298,2010-01-01,2024-06-28,14
1299,2011-01-01,2024-06-28,13
1300,2012-01-01,2024-06-28,12
1301,2013-01-01,2024-06-28,11
1302,2014-01-01,2024-06-28,10
1303,2015-01-01,2024-06-28,9
1304,2016-01-01,2024-06-28,8
1305,2017-01-01,2024-06-28,7
1306,2018-01-01,2024-06-28,6
1307,2019-01-01,2024-06-28,5
1308,2020-01-01,2024-06-28,4
1309,2021-01-01,2024-06-28,3
1310,2022-01-01,2024-06-28,2
1311,1980-01-01,2024-06-28,44
1312,1981-01-01,2024-06-28,43
1313,1982-01-01,2024-06-28,42
1314,1983-01-01,2024-06-28,41
1315,1984-01-01,2024-06-28,40
1316,1985-01-01,2024-06-28,39
1317,1986-01-01,2024-06-28,38
1318,1987-01-01,2024-06-28,37
1319,1988-01-01,2024-06-28,36
1320,1989-01-01,2024-06-28,35
1321,1990-01-01,2024-06-28,34
1322,1991-01-01,2024-06-28,33
1323,1992-01-01,2024-06-28,32
1324,1993-01-01,2024-06-28,31
1325,1994-01-01,2024-06-28,30
1326,1995-01-01,2024-06-28,29
1327,1996-01-01,2024-06-28,28
1328,1997-01-01,2024-06-28,27
1329,1998-01-01,2024-06-28,26
1330,1999-01-01,2024-06-28,25
1331,2000-01-01,2024-06-28,24
1332,2001-01-01,2024-06-28,23
1333,2002-01-01,2024-06-28,22
1334,2003-01-01,2024-06-28,21
1335,2004-01-01,2024-06-28,20
1336,2005-01-01,2024-06-28,19
1337,2006-01-01,2024-06-28,18
1338,2007-01-01,2024-06-28,17
1339,2008-01-01,2024-06-28,16
1340,2009-01-01,2024-06-28,15
1341,2010-01-01,2024-06-28,14
1342,2011-01-01,2024-06-28,13
1343,2012-01-01,2024-06-28,12
1344,2013-01-01,2024-06-28,11
1345,2014-01-01,2024-06-28,10
1346,2015-01-01,2024-06-28,9
1347,2016-01-01,2024-06-28,8
1348,2017-01-01,2024-06-28,7
1349,2018-01-01,2024-06-28,6
1350,2019-01-01,2024-06-28,5
1351,2020-01-01,2024-06-28,4
1352,2021-01-01,2024-06-28,3
1353,2022-01-01,2024-06-28,2
1354,1980-01-01,2024-06-28,44
1355,1981-01-01,2024-06-28,43
1356,1982-01-01,2024-06-28,42
1357,1983-01-01,2024-06-28,41
1358,1984-01-01,2024-06-28,40
1359,1985-01-01,2024-06-28,39
1360,1986-01-01,2024-06-28,38
1361,1987-01-01,2024-06-28,37
1362,1988-01-01,2024-06-28,36
1363,1989-01-01,2024-06-28,35
1364,1990-01-01,2024-06-28,34
1365,1991-01-01,2024-06-28,33
1366,1992-01-01,2024-06-28,32
1367,1993-01-01,2024-06-28,31
1368,1994-01-01,2024-06-28,30
1369,1995-01-01,2024-06-28,29
1370,1996-01-01,2024-06-28,28
1371,1997-01-01,2024-06-28,27
1372,1998-01-01,2024-06-28,26
1373,1999-01-01,2024-06-28,25
1374,2000-01-01,2024-06-28,24
1375,2001-01-01,2024-06-28,23
1376,2002-01-01,2024-06-28,22
1377,2003-01-01,2024-06-28,21
1378,2004-01-01,2024-06-28,20
1379,2005-01-01,2024-06-28,19
1380,2006-01-01,2024-06-28,18
1381,2007-01-01,2024-06-28,17
1382,2008-01-01,2024-06-28,16
1383,2009-01-01,2024-06-28,15
1384,2010-01-01,2024-06-28,14
1385,2011-01-01,2024-06-28,13
1386,2012-01-01,2024-06-28,12
1387,2013-01-01,2024-06-28,11
1388,2014-01-01,2024-06-28,10
1389,2015-01-01,2024-06-28,9
1390,2016-01-01,2024-06-28,8
1391,2017-01-01,2024-06-28,7
1392,2018-01-01,2024-06-28,6
1393,2019-01-01,2024-06-28,5
1394,2020-01-01,2024-06-28,4
1395,2021-01-01,2024-06-28,3
1396,2022-01-01,2024-06-28,2
1397,1955-01-01,2024-06-28,69
1398,1965-01-01,2024-06-28,59
1399,1970-01-01,2024-06-28,54
1400,1980-01-01,2024-06-28,44
1401,1981-01-01,2024-06-28,43
1402,1982-01-01,2024-06-28,42
1403,1983-01-01,2024-06-28,41
1404,1984-01-01,2024-06-28,40
1405,1985-01-01,2024-06-28,39
1406,1986-01-01,2024-06-28,38
1407,1987-01-01,2024-06-28,37
1408,1988-01-01,2024-06-28,36
1409,1989-01-01,2024-06-28,35
1410,1990-01-01,2024-06-28,34
1411,1991-01-01,2024-06-28,33
1412,1992-01-01,2024-06-28,32
1413,1993-01-01,2024-06-28,31
1414,1994-01-01,2024-06-28,30
1415,1995-01-01,2024-06-28,29
1416,1996-01-01,2024-06-28,28
1417,1997-01-01,2024-06-28,27
1418,1998-01-01,2024-06-28,26
1419,1999-01-01,2024-06-28,25
1420,2000-01-01,2024-06-28,24
1421,2001-01-01,2024-06-28,23
1422,2002-01-01,2024-06-28,22
1423,2003-01-01,2024-06-28,21
1424,2004-01-01,2024-06-28,20
1425,2005-01-01,2024-06-28,19
1426,2006-01-01,2024-06-28,18
1427,2007-01-01,2024-06-28,17
1428,2008-01-01,2024-06-28,16
1429,2009-01-01,2024-06-28,15
1430,2010-01-01,2024-06-28,14
1431,2011-01-01,2024-06-28,13
1432,2012-01-01,2024-06-28,12
1433,2013-01-01,2024-06-28,11
1434,2014-01-01,2024-06-28,10
1435,2015-01-01,2024-06-28,9
1436,2016-01-01,2024-06-28,8
1437,2017-01-01,2024-06-28,7
1438,2018-01-01,2024-06-28,6
1439,2019-01-01,2024-06-28,5
1440,2020-01-01,2024-06-28,4
1441,2021-01-01,2024-06-28,3
1442,2022-01-01,2024-06-28,2
1443,1980-01-01,2024-06-28,44
1444,1981-01-01,2024-06-28,43
1445,1982-01-01,2024-06-28,42
1446,1983-01-01,2024-06-28,41
1447,1984-01-01,2024-06-28,40
1448,1985-01-01,2024-06-28,39
1449,1986-01-01,2024-06-28,38
1450,1987-01-01,2024-06-28,37
1451,1988-01-01,2024-06-28,36
1452,1989-01-01,2024-06-28,35
1453,1990-01-01,2024-06-28,34
1454,1991-01-01,2024-06-28,33
1455,1992-01-01,2024-06-28,32
1456,1993-01-01,2024-06-28,31
1457,1994-01-01,2024-06-28,30
1458,1995-01-01,2024-06-28,29
1459,1996-01-01,2024-06-28,28
1460,1997-01-01,2024-06-28,27
1461,1998-01-01,2024-06-28,26
1462,1999-01-01,2024-06-28,25
1463,2000-01-01,2024-06-28,24
1464,2001-01-01,2024-06-28,23
1465,2002-01-01,2024-06-28,22
1466,2003-01-01,2024-06-28,21
1467,2004-01-01,2024-06-28,20
1468,2005-01-01,2024-06-28,19
1469,2006-01-01,2024-06-28,18
1470,2007-01-01,2024-06-28,17
1471,2008-01-01,2024-06-28,16
1472,2009-01-01,2024-06-28,15
1473,2010-01-01,2024-06-28,14
1474,2011-01-01,2024-06-28,13
1475,2012-01-01,2024-06-28,12
1476,2013-01-01,2024-06-28,11
1477,2014-01-01,2024-06-28,10
1478,2015-01-01,2024-06-28,9
1479,2016-01-01,2024-06-28,8
1480,2017-01-01,2024-06-28,7
1481,2018-01-01,2024-06-28,6
1482,2019-01-01,2024-06-28,5
1483,2020-01-01,2024-06-28,4
1484,2021-01-01,2024-06-28,3
1485,2022-01-01,2024-06-28,2
1486,1970-01-01,2024-06-28,54
1487,1971-01-01,2024-06-28,53
1488,1972-01-01,2024-06-28,52
1489,1973-01-01,2024-06-28,51
1490,1974-01-01,2024-06-28,50
1491,1975-01-01,2024-06-28,49
1492,1978-01-01,2024-06-28,46
1493,1980-01-01,2024-06-28,44
1494,1981-01-01,2024-06-28,43
1495,1982-01-01,2024-06-28,42
1496,1983-01-01,2024-06-28,41
1497,1984-01-01,2024-06-28,40
1498,1985-01-01,2024-06-28,39
1499,1986-01-01,2024-06-28,38
1500,1987-01-01,2024-06-28,37
1501,1988-01-01,2024-06-28,36
1502,1989-01-01,2024-06-28,35
1503,1990-01-01,2024-06-28,34
1504,1991-01-01,2024-06-28,33
1505,1992-01-01,2024-06-28,32
1506,1993-01-01,2024-06-28,31
1507,1994-01-01,2024-06-28,30
1508,1995-01-01,2024-06-28,29
1509,1996-01-01,2024-06-28,28
1510,1997-01-01,2024-06-28,27
1511,1998-01-01,2024-06-28,26
1512,1999-01-01,2024-06-28,25
1513,2000-01-01,2024-06-28,24
1514,2001-01-01,2024-06-28,23
1515,2002-01-01,2024-06-28,22
1516,2003-01-01,2024-06-28,21
1517,2004-01-01,2024-06-28,20
1518,2005-01-01,2024-06-28,19
1519,2006-01-01,2024-06-28,18
1520,2007-01-01,2024-06-28,17
1521,2008-01-01,2024-06-28,16
